msisdn_encrypted,home_kecamatan_location,rn,rnd_cnt
ce77475912b7b03e8f10d5af7fffcb9da41798c30bd11172f87ae6b780c51fd0,KEDIRI,87,275
bfd5e8059d3546938a285f4d7ba0f5cd5e6fe3bcca427b1e9485128d793e9ce4,KEDIRI,53,275
48871ccbb445e8323abd1a5359cdb531e07218f718a00ac9d27a9918e0a5b342,KEDIRI,173,275
1dbd2375bde9a98d77e3a6e8080a324b1faf27b5142c07b0bff386e9c1d6b510,KEDIRI,175,275
b5cccf7d9e332d7d603e3c80ece3e17c8edf0a7ea2c5962777651c1b4940b621,KEDIRI,206,275
a8faf8398e9b4e005fb1e25ccc1d073fb9ce2d2ac3367cb80b83d4bcfede8ea0,KEDIRI,266,275
91913080fb225f378791322dbc950bd2499f1a71337730ca0b5f306bdea9f9f8,KEDIRI,267,275
7e731ef48a045cb1312ecc385b4b618076e550ef02643c366c78049e3d7c1618,KEDIRI,269,275
9369d5d9cfbf8a96583cac787148159304b63b46bfcad786b3f11b24e2f941f1,KEDIRI,15,275
c22292bc6d83174fce4dc52742fea257ff2af365f5d6f0a6528d2039ffd4e413,KEDIRI,41,275
d2ee1961091be623fbc31c3f0c68034cf530b99f0ac71c4a326bbc51a2d78908,KEDIRI,95,275
3ce7964410cc3ecdb57699cc0ae4827077674faed49beba4a4644d0e018fcdf3,KEDIRI,185,275
895b9121480a245bd130af84ce1e7b3ca1ff6309ff1d1e57485a364896b03f36,KEDIRI,231,275
445958e57360db66005de8e87f98466f29e4a283336cd154b69112bcf0466689,KEDIRI,76,275
9dbe54a0f4eab97b96649c0eb67c41fb6aa9b9a34db139111526e4eb4007b089,KEDIRI,102,275
f0d9050b09cb14c6a6c779323f880a2cc10796e4a78fc34f9240e38d8c235ce1,KEDIRI,60,275
816a02ab3ed24f46fab930d43ddbe32cb03fc231ff50bfd7ee0043735860c43f,KEDIRI,143,275
cd124000e8d1112f2f741097642a15a6b5e97d33a304da95b8a8550d47cfe745,KEDIRI,214,275
73071dc536c9e2abe8e011e42306c84aa8688669b61c5518fb6abf94f824c937,KEDIRI,234,275
51fb4e3db6bf9064a427fb16cd78f4679fb9bbe162330e001e4e82cf3feb191d,KEDIRI,7,275
f4fc5a4c234b3f19b9124911adcc08c1b5493b1d6ffda20a2f28b2ee3242eb9b,KEDIRI,14,275
78ca14373a64971c6dada778ca82d3193db73a23bf58f9545396e02a54468647,KEDIRI,47,275
dc35501582d133557899dd65c70eae2b96821967846d2e7001acab39a149dfca,KEDIRI,144,275
53dc3c432836940f71d4bd8c9f4b34d3172acb2440397fa773b2d5ea1773082b,KEDIRI,236,275
50499dcc68911cab990a1ac9b5951b3f2f47c4ab1c31b3a14cf004caafe9da3b,KEDIRI,25,275
1e3c878e8062dbe7aa900faa4de390c7387df401da1912f81a96fe0933863ec5,KEDIRI,30,275
03c2f46cd32060a48ff7a43536d387893c8667a6c53eb11c3767c5b2f8dd41bc,KEDIRI,132,275
2d89f69288f13892b0e25b9bd9da65db846a222544b2c1c3a253d9e3fb7ee578,KEDIRI,151,275
9ba988ebf25ea4792c3ae77b63c5eef78492dcee6e8df172ec476a0f19f807f0,KEDIRI,245,275
e6bc67c025b2f1ae2300aced6fe0c2392bb7e3c70621213cab205f62fabdc76a,KEDIRI,35,275
435f10240044b55fc740a1dfdb3abf8c8b220c9429542f78157376e45351f322,KEDIRI,79,275
1e783e4ed44952e47f60c5589c4b5531a5e25d75a623c56953291b9fa08b0802,KEDIRI,201,275
ef97626fa1ec23334e6120a268c817f3a866a8d32c0e85633243b83038333b10,KEDIRI,271,275
282bb3e3b25e751290798bd2f5b817d474a589952dd07c8a1441196be6eb6cf8,KEDIRI,11,275
a31cc2a31c9f5eed2f58c5fd0e07952a122dcf8bc419e4f47a677e363fa76098,KEDIRI,26,275
3da4a02e34ba3de193998b7ce605de626596cf47f62ee43eaccff76eb94a47af,KEDIRI,29,275
f43cfd315d2076c2551787f45e2b5bbd73322ad07cc1250bbfc99c16aff4227c,KEDIRI,58,275
e0411bcebba3f279101d66b512c5e4dc36c4f4953ea0058de8f299334d6757d2,KEDIRI,74,275
eb87dc3b1a1e0e7c0d2f579d48a1ed56a94571792779ce900e601718c961501e,KEDIRI,107,275
cc6a30f3fc73941a0c4f21a1a82d10471ef6c71e8c8677e94283f077a696c6a1,KEDIRI,150,275
f2abbf8f2d240c1705d294233868a4b9d92fafbadbb355a02b0f865f6cdbae4a,KEDIRI,215,275
298617e0e3a03bd75dbd0c67e8a7bd0b17db1138de7702a227e20e1c468f49a4,KEDIRI,227,275
861f88a7a54fe8fd25360c7ebf53391e3a40d0bdfe9d534e049a51fb7267e0e6,KEDIRI,264,275
cbb44eb6ab5cfc5adb463e8aa9baf11af5e1222cdf77b2f7ea926242729b2f89,KEDIRI,8,275
6ed85a1c9837da38a546d1aa89654645d67b0be5912803eef46d3931f8a73af4,KEDIRI,97,275
1caf258c95c096a5048aea664b4317dffffdfe3ccb99b0589df46a9b57875ef8,KEDIRI,108,275
9e60fcab8c74db2b4e7e4008db306432513f890669f5549f4b997551b78aa3dd,KEDIRI,130,275
99a23b7ca634aeee359d0541f4db95d933dc52c6600abe5a7983dc520079739a,KEDIRI,180,275
d630c4a1c727fd03fe7df33b33fa67e41e075b0b0fcb61b9ff6338c3171f87e6,KEDIRI,256,275
c51601e717cd6bf2261aa5d2eb4d22b9aa0280136c88aa318a6c00b7c11a282e,KEDIRI,5,275
81efb4922f135667f913637f9202e9b8de8eb24289a2a6f32edb8bfd142b9f1d,KEDIRI,54,275
7f2433099bc3d874ffe06d14bd770a6d6df48e7a869c357b5f0fda2dc7bf76ba,KEDIRI,63,275
c891568bce524bbe0582bed9e3eb6adff2791aab128d9eb20509e7b6d2e0517f,KEDIRI,72,275
afd0b1471c6ccf2e66e8a601b117dff8907195443657866c9e8a8d78797a519b,KEDIRI,113,275
06590232aae4a117b9aabf5cd8400d8d7a625fff9fdcd47d949a71f4abb61715,KEDIRI,115,275
c4b0112785beccc2c86f8ec96a52995ce7e90cd5163b19e896f0bef4c07e3ef5,KEDIRI,252,275
bb63c0576dc5d00b5e3263033d4447bfc4d4d00089363ed7594fe464eb6d52ac,KEDIRI,260,275
8b5fa8a8063036c1072dd3e3e684a56b945944172098626d82150bcf0bfc624b,KEDIRI,37,275
8a8be61d3b6d27ea8b9a223e877e8e4bf60839bc006217b6353c238fce68f983,KEDIRI,64,275
c110f38a419a6132509394de6abb0a854d094a2be4199d63fd3efd313b461adf,KEDIRI,69,275
7b5eca7b3c1a2468ed2f4352f0ab248508c5555600636fde9c237c27dce4588f,KEDIRI,70,275
b9aca6edb8163289948f9ce5abdbf18fb56c73e618fc3624bd1dfdd77565c4ab,KEDIRI,85,275
47485c0114ae0cad629ed7259b1428f18ef2bc496003357f08f40a4a28000d73,KEDIRI,136,275
48a0f828ae7844ade3f19e23699ba906d762f1501dae14d3709defd7cfb529f5,KEDIRI,188,275
d7708fe952879e06f3f081a67632de4606d552f9814dac7faad18bb2e0016e9f,KEDIRI,34,275
2a2448b005a8e513dd30181a53a84b39f5f15586b34d7ca3becd4ac6c0f5bbdb,KEDIRI,149,275
c61488793ee9102ba1a55ffe0df8b41cbc1c29689f01fa9f573e4179a3eec8f4,KEDIRI,196,275
ba12cd33ee050345fd72e045d0e1b284e5e1e7c66024445166295719a59f5af1,KEDIRI,210,275
ed150b5ac33a2b786b636b266e0f6d4d0440047055dfbd76f0d1abd07466e330,KEDIRI,246,275
bc11ca7ea3cbfb91aa63443f4327d94c885e06b20cf8ca17e61a1b5f08d78bfc,KEDIRI,250,275
6985fc40e82db49553ec54ed9681071aa5e871eee5f8e19f5334a2e1960dce5b,KEDIRI,262,275
b0dd5a6ada965a7e3436734cb19d873afb31e469d2eae560a323d4cbec29e924,KEDIRI,61,275
280d3627f54659a1072bff4194444c4ee72258ff29156c29bf6c361c96273e7a,KEDIRI,217,275
14fcf1e71a49801137a08e1f390a5656ed86310e6dcee8e60bb6618bd2f9c6a2,KEDIRI,225,275
4dc9133332afad5a8c36128b28862dbe9ceb6e61b86965834780a1bb13a185db,KEDIRI,268,275
4d0c415622201f7dd8f40430a6288e3db83b287f59eb36f76f10b7b6e83bf539,KEDIRI,9,275
2e7fcfae7dd6066ba4442715117a8cad687fef522a88b64a0f8b6c25905aae24,KEDIRI,174,275
6f97c0a9cb7ae19778f1585b0a4ea296375089c06ce3b861a6e80877b0f26fff,KEDIRI,20,275
ffb57cb0e9497ec652190af796691ea51e2fd26051a20a79cd29652ef8fed65c,KEDIRI,49,275
31d36247669e83e8e2b79bd3861bd773e0c2c73d29d28909718cb5bf9f65c6ca,KEDIRI,163,275
cb5ef8ecc1294eac4a4d97482a73cbc6d0314f4a0e94316af07d1f54bf0e0342,KEDIRI,165,275
59b8de86771dca1df5cd7db8decbc7b9565d385845b6ea5ce3910c825e7cfe17,KEDIRI,187,275
03d15a07059b35ae36c7f099d26c997ef6b386726dbd846e424f70d1da54af9b,KEDIRI,200,275
c07ce49011dc6f93ffd023ac302ab40f5eff815f1c982975a16a0512ccc1f2e4,KEDIRI,223,275
ea2207f3787c6a6e9ac251e0faf9a9a3d677a4a8ea18a5a47d9c01a0aa8b51f6,KEDIRI,226,275
ce9b690d4f1b4dda45ddf6f5ab7242f941170feeb328c430c872e5defd569df1,KEDIRI,24,275
11160f016a2394e6df1693ba391ac899052dd130fb6220800557ea31163d1b6a,KEDIRI,62,275
d9ea7ad6c85ca0738b1b900517c86d95b82b44251bed331a2a12dbb141d21426,KEDIRI,121,275
f7850ada8c813ed71e1d9a6545c5d05c509b16cd5826a1d55206ef04ad64b844,KEDIRI,251,275
b82d7bc18f7d9ae72813648bb7d44b8804d946202636ef865507c216139a9729,KEDIRI,270,275
195a6e3f730e4c5ad1ebc6ebf4623f28e589e33012e2d6ab5572ae37c29b7934,KEDIRI,45,275
8bdbb551dc12ed5a2bff2debf9a664ed63f6959a9820e92eb995b1c25a9f6470,KEDIRI,52,275
2ae93a9ffc7691f02f8f08412069e5e15986a84af44dd24f810d7b95de420be7,KEDIRI,75,275
786cba2eec5f413edc8e22425d8c9060624ac81b873308d1c5732b38de2e682d,KEDIRI,96,275
bf49157508ec139c4ad28aa419321ff4e5c316d59139b3dfd908d1b175fb5aa2,KEDIRI,194,275
9f4cf3fd0fb8a6c94e298ed3c290739323fc33f006850693026b90962767a0e3,KEDIRI,31,275
2a7ff316a6e39b7ee56ad4c507266bbeb10000b9d654aceb5bd3999bc7b81a8b,KEDIRI,50,275
61a8752e5ed3c1ed0acda37bde5b76112cf5472f4f19e5fda1f9ea47edccf64c,KEDIRI,65,275
898d2c4f0a9c3f9532bb58da7555a01e51034fbbc58358753ae72eed10f97c7a,KEDIRI,178,275
d5dabefa65614cb1a27e28a3fe495442f045e118e398717d60c18d7cb335a42a,KEDIRI,224,275
b33b2b213ac2cba96926fb0f6e2059ab3d8ea896b662d891b15e0788a86aeb9f,KEDIRI,233,275
142be40f96d678e5c43215fdac3361240a8ca175d95995dc506578904668cb5e,KEDIRI,237,275
68058c9b442fb935660c57faac7d97f21b79dfaebbee967bd8ffa1f73158d3ee,KEDIRI,253,275
742254cb401d7c6942565ae6fb4e8bc5df487f347ed2a008cfa99cbca8e783eb,KEDIRI,259,275
fa449f0aa5671805758a4575d949669a8eb4981249f1e8f72f4a7cc1e8e1a0a1,KEDIRI,21,275
0d2406471e8fbf6a80dd6ad457c5ff06bfb118d1febc5be991159d871f4f9640,KEDIRI,48,275
c8cd373aa90342e6ee3e0446b15389b5c638c272398476e39f4ff97a2b1c1d44,KEDIRI,112,275
30fec474e1ab86572484e8a456f77aa940c8568544dc186630dbdbdc5ba1c948,KEDIRI,119,275
c56489d613c3fc89b23ff714fb45384edd0084ecebb6c673c8612961cda4375c,KEDIRI,160,275
e57237b42f48a0193c00ded338558ad207e5dcfce8b8a83391ac284c27a9f278,KEDIRI,197,275
703635eb820a3d769a5a13b5bfc2aad765d550520a94c8465eb531d1e3c3c216,KEDIRI,263,275
a1b1d82b7f88ec915cfdc070874e2be829db37702316bda041cf2f331fff9f2d,KEDIRI,93,275
47b983a60371127fa5a0e3898fe19f5f582ac49e2f4b74554fb968833907dcb2,KEDIRI,98,275
5a32365617ea184a7f0656d0f75aee82581533aebcb14c8cb5cc052a8aaa05a8,KEDIRI,170,275
3e1892c3b50c52e0703c0b763e91e685cc5c9d62d7e1b7aa675615a8879df6dc,KEDIRI,192,275
72a76e9f59e3a1fe310e9a98fd1a6254deb4566d4054560d2b1ac00c4351e2a6,KEDIRI,209,275
56bf985e9b4c997b1437de012649e50859efa4bfdd9cd417823faf18b3373f58,KEDIRI,13,275
f1d36ba7de26cef04998edcd37f2acf9e0e2ec50ab51efc1fd2e384d2bb1d68d,KEDIRI,99,275
d648cb0e4b4e57d3718718aa764ea33acdf16ed6b39cbc18172f8e7440590225,KEDIRI,244,275
080cec41fb150d0e73d49378c1cebbc51d7e6d2319eb7ffc2dbdc00d844a3bb1,KEDIRI,274,275
e963d341aa0444008046571e1e660ae8aa8b30bff623e809593d53bd52843015,KEDIRI,19,275
ba231b041166c4cbcb873231cf4415f23afe381246ad62bf491117accb914391,KEDIRI,110,275
de5fcccddcc17b148e5e1006ebca37a04b34d2bbcbde61fc6a8001b439e21043,KEDIRI,154,275
540a069ef4d30498c212d2a118fd746251d50e5a4572284001c681ef6333f8d5,KEDIRI,204,275
2adc15ca47cc94d74d65d2c62b37a1e10a79a246a9f51e1ec98b49f5fb4a9abd,KEDIRI,208,275
6cde0f219d09216abff0857b4c160baaa0093ddec2f48bbf927d07bbebbd3043,KEDIRI,242,275
58e558de2bb41e7e448935c88d2fa29c2c767b522e1b4b60433168f5e916af36,KEDIRI,67,275
f19d6471b77806b2ae4e5dfd5a21977f62e842c6722aa5bfb9e6f5ecd75d3e13,KEDIRI,78,275
045b6b6da0d6361216ac575d2c63c5806156d5415d4a53b112089df51e521357,KEDIRI,134,275
da957510a0a3212b34b8966d61142a286a25c94cf467069a9eb36d641f45d9e6,KEDIRI,158,275
07759f02d346c9d9db1082fe8ca022559d8db4a44ea87404c90e5019d2032dff,KEDIRI,169,275
274f297c6116e05cbd395e0a626cdebcc3ead141160e1eb9587e06485b39b331,KEDIRI,191,275
219cc1111e8f94a755ae096ccad70c9068bdb2925633d3992efe8fefe4ae9e96,KEDIRI,205,275
05cbf52e3c256a90c75722d6448fab66905d47555efb3a0020e053e924fa45b4,KEDIRI,229,275
fafd4078f51ce1e6cb8f82a3c02bcdbd61020ba5d7ff3a88f3f5f16049e15abd,KEDIRI,22,275
ff84c1b86c3080465ed5e8bf160c8ffff1b911b38a3715bb4ce5e7144be38ec6,KEDIRI,39,275
e37387e43fd7ed82760de86c1cbdc9cf9323aa9c406edec9d76afa5135d87ca2,KEDIRI,57,275
3f276dc7a5aebbcca6ed483f9bef7a47442b96966d33ecc0d81b2f1947182078,KEDIRI,84,275
e4fcf7b54672f1bf2a5861075029643c6ea0992a42bbbf135c906a16937dbf01,KEDIRI,109,275
8b0316f67dfe20538c32e69b18ec1d236bf4341ad5080889dfbac0eff52c1863,KEDIRI,124,275
4690a953939a4c32903dee0588bda94c53eb515b3cf04d586fae604e1131f521,KEDIRI,129,275
54d44903c2eb390fc9329355b23e5420381757ae64292cd16f29224579ca1d99,KEDIRI,157,275
762129ea02f509d7b41812ac28882388e1b6dda96dd5ec661d4af0b2c574952b,KEDIRI,203,275
d3d3b9ef25ef3ca2f3bea0bf54b2b5af60d123161fcfe6627ad0a9883aaa388d,KEDIRI,23,275
59f0a0d811528ff904a6b889e665a7da27c78844af50a00eeff92157530c15c6,KEDIRI,103,275
94e17efbd00b3a047f30e0315964549635c9f1e9319cfcbe5ef067cf6bc5dfb3,KEDIRI,195,275
3c4e7695dbb11552d7a2829b12c507dc3ae90052d61bf47bb7bce67d1b489429,KEDIRI,106,275
8497f86162de9a8cc2c580ad636385eced2695ec52c946508cad945064001752,KEDIRI,181,275
c8d71b4d6f3b388d8bb7be65c50e4c1184d0d97c4e3edc20f42e578ed28c5b01,KEDIRI,235,275
2435544844b2adcacc4ac60e6d95754b63a367c876253e067d98cbe72e1ff881,KEDIRI,254,275
7c1d3d79f18b6166cce6e5121826aa47fa16132af14290474b640dd39d93f4ae,KEDIRI,51,275
d034da040f2d6f6ba5a127ecb626a17f2a266def5cabafc0f4cfeaeb85e60d96,KEDIRI,145,275
754c92e9e5202276a79fbb8397f561e08deaaad7e7412635cc02e2ea61ca0d55,KEDIRI,148,275
91dd1fdbbf4bb3f5bf2151251a2deac34090859f160334121c149eb5a6c2a3a0,KEDIRI,172,275
2d94be390fbab792ac78e05da92a176dbf53429d4fec36db67e39a77cef6fcfd,KEDIRI,232,275
8408f971f6c04f36864bd893603ea7fade77aa72a1bc84db5f663519d465486c,KEDIRI,100,275
de0f6d40f7faac8d1dd9951ba58d69adfa3e5fd08da3e8c3e53cb2d6c0b343cb,KEDIRI,164,275
77d398664ac5331857953f52883a7e191c3980aaadb1fbbe8ae0647e84a07e18,KEDIRI,257,275
d007a11f40ef454c09e4ef906afcf252eb8e1f60d6ddb3d8de5ba81fb89030f3,KEDIRI,261,275
45302e90b757a2a94a0a4e0f3b8f9faebe917242c31158affed85fa10261cc7c,KEDIRI,44,275
0090104d731b36ba43ed67d18724f7e711a275467c559f3a42b48e76cfd818cf,KEDIRI,77,275
6701197c382d5857253ea6fd14c8725f9b4c4221d74eaa603c7db4f9664d4dfb,KEDIRI,81,275
811253b07e7a92b0480dd2c8b1adea9cb03439dccf2aa4a269e59f4772e720eb,KEDIRI,137,275
bf5e58d32d308183e76d589294a1d4dc4d669d957b2dcde167b5b089c000b08f,KEDIRI,1,275
64ac34f5f6fc0f9027fd9fe2945311ff8e6aaf81c7fc1fc1e2a88aeb8a2e11b2,KEDIRI,17,275
c0caf7e565532752d2af871733c76cf58d9d9bf4b016c5411166ec06d5bfbcbd,KEDIRI,36,275
bbb51e79e704cb1f9fc53f4bcb80fa79884a85f7b5414249e659541a8066858d,KEDIRI,73,275
ee1b713312a4e22d009f47dbb39a094aa61497562c690fbce99f435f70022785,KEDIRI,127,275
fed497da9ee06f2080b2392a121ae0597affaa9ea4bce710419f07935c58d415,KEDIRI,138,275
e4cb6ebe030576aebd7eeea2a0a2e4cb14d48ed017a829387922e45e3fd3f209,KEDIRI,179,275
9b0847edcd1c3b419fbf43e1f8235855caf06d7f22fafb8d0693d6ac881dbf90,KEDIRI,258,275
9f060ac5820ee002a9409a8fdc9742385bb705e4d476ed7d393dbd8945f06928,KEDIRI,101,275
c67ed54f69a706b80074e2f8c4af39eb861a3f80627eb1ae40db5a91655c851a,KEDIRI,162,275
fd0ddc9ad0ce9c2bafffd6f34bf4b9682c9cd888f8a8f36841d4ad0ddfc115fb,KEDIRI,241,275
6ff3f59fc5de07007e50e5d09fe96b29e9ad08e25cb9c1809e9b6dc3165d559a,KEDIRI,46,275
a1cb2c8bb517b5156f3bd8b6354e7ab095a9f1c65d89b8ec7fad3aa524eac5a5,KEDIRI,88,275
56b0d3710527354292ac4fb83be699fc5dac5b30551f75af388c9c89988ccf91,KEDIRI,126,275
74858785afaa33accca0b3ebe28660f6095fab3d96e39c6fddeb867e3406a798,KEDIRI,159,275
4a69cf0e2dcd61b6da534b1f2ddeb16d349b7fe54b03a3857f14068aacee922f,KEDIRI,183,275
2d7a234a616aba8144db48a33629f39e9a0fea997e493489e1d202f684e00433,KEDIRI,255,275
21d928e6928d0fc3f07e6f00c51a0e2f494ebe46bf80713fd74b73c22a7d90bb,KEDIRI,131,275
1579f241e705014bee04f30f17db2bc891be803f0163ae87d21d7b41f77ea31d,KEDIRI,168,275
4bfcd3c95b88eb603b8ec1b37a276e188b1b8e60893ff64037430f0bd40e957d,KEDIRI,177,275
5e4843f5a6be8cee55fc5d6002eb0cbf5bd90e52320fe7b7c621c0b65989a703,KEDIRI,189,275
e8867187f511e3ed03a93d7cf5a1fe30efd6066fa999e5257090133909e2a355,KEDIRI,198,275
1cd9a57bf3e7b23a7e0e087c6b3521297a551e1f8932d41a1c57ed4f88826013,KEDIRI,230,275
962c6170c1801922e768d3f653b24bbc2fb76d3d12d761267d3f158f5c3906d4,KEDIRI,42,275
7da1bc0b81b9707eab6fc125b3fae01ece7ebc04214c3650ea088c67fd31f825,KEDIRI,128,275
b28891827afccca17a6a7676d93b0b266367b54c6eeeeb851eb0fd5d5815f852,KEDIRI,133,275
1a8d55216a4cb5bbc3bfe0ab5b0f12dc1c7adc875cc4c8ce1c30a658dd5568df,KEDIRI,161,275
8f3bba6f7e6c7f0cef3915bfeda2ecdafcf34d9ed37e0e82d5f6772d6c35d7fc,KEDIRI,186,275
d640d749952e5971d849f81b2c5ca4ebed03420823b789a3c77fb7caaf08f668,KEDIRI,216,275
921f9a2f1f4cbebe2d76baa7592d7dc74fafb69f1b39687180c0f87f835cc121,KEDIRI,238,275
cadfe7c2b3547453a97b609d16b8619da1f1acb2d6849ccf5729552222c208eb,KEDIRI,176,275
a2fdcf1898269304dc5a885e6f3fb9c9ae98a9dcb30ea8023188ee333af07eb3,KEDIRI,213,275
1e6dea9454f81625571b0b025183a0c48aea366ca09b8e6909086927c8cd6a76,KEDIRI,219,275
a1b80652c2e027c35f7e1ca48e0af66c7e676adfc86f3ad74b264daac4380ddb,KEDIRI,221,275
2f592b1913d2d666dbe7cc04962a7d876a1e88663766f44711992c87d2c88b6e,KEDIRI,243,275
0daddc5c9b07d6b099c79450e4512352373a09b5a0ecb369c68bcf34e92cb62e,KEDIRI,56,275
4390cafdeb235aef5f8c9d5fa965d65b23004aab50a7beca99cb2a0d9fd059b6,KEDIRI,211,275
c7853c081d8199e86a84b724bc00a699a60ebf89ec359292f01062d2f7dc224a,KEDIRI,249,275
1302f158d6fd0439651ae739e58572788fb2f55fedb8b5c97777577108223e12,KEDIRI,27,275
0291444ceab9b5f4fbb0ef77074c2aede0393cb49195fff7e8fa5e67b2826b3e,KEDIRI,104,275
14c5271d3eca0d7c1482e75f554756ac8a46ba7640dc4d14b3d6fbe04f709004,KEDIRI,105,275
9b2488b2f68ea965c58a3a20964ca3ab5571cb713552133f458f609a5e22d9ac,KEDIRI,111,275
fe044d224846b28038fc2f65da9ad43e55488f7f3b81dc8f4bd6b890a0f5394f,KEDIRI,122,275
44df0dedb572ab64ceff0cf9eb3e263f0008bf73170e93ea990b331809681140,KEDIRI,125,275
6b34fab204ec03ea8e7814e50b7375d1dbbdb1ac9bb0644104e9709ee1ab8d69,KEDIRI,147,275
a809564eb48cb5fcf8bb1466a9377ff1d8876e003a3fa4c9f9d57af90071d461,KEDIRI,212,275
92afd6ef846943fa9db7c021a9787c9ca17e0baeb41dfc525f8840ff1c30b7cb,KEDIRI,10,275
b4aec7e3fa5505fd53ea5cb670f3cb2f26a78d18a011bdc44a8fc005aacc977f,KEDIRI,18,275
e4ebc0a8af52763bb3ec92155c07b34eea86f9c02d0510e56dd71bdb13b44065,KEDIRI,40,275
e228f9d7dd174e32fb0ff89b331956d026b31163033a6b27267a076e477cc9be,KEDIRI,90,275
